profile,model,raw_output,latency,IsValidJSON,correctness
hhLI.txt,anthropic-claude,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Founder @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Independent Consultant"",
      ""Company"": ""Parlance Labs"",
      ""Duration"": ""May 2023 - Present""
    },
    {
      ""Title"": ""R&D"",
      ""Company"": ""AnswerAI"",
      ""Duration"": ""Oct 2024 - Present""
    },
    {
      ""Title"": ""Scout"",
      ""Company"": ""Bain Capital"",
      ""Duration"": ""Aug 2024 - Present""
    },
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.)"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": """"
    },
    {
      ""Degree"": ""Doctor of Law (J.D.)"",
      ""Field"": """",
      ""Institution"": ""University of Michigan"",
      ""Years"": """"
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling""
  ]
}",18.820536375045776,True,
hhLI.txt,gemini,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Founder @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Independent Consultant"",
      ""Company"": ""Parlance Labs"",
      ""Duration"": ""May 2023 - Present""
    },
    {
      ""Title"": ""R&D"",
      ""Company"": ""AnswerAI"",
      ""Duration"": ""Oct 2024 - Present""
    },
    {
      ""Title"": ""Scout"",
      ""Company"": ""Bain Capital"",
      ""Duration"": ""Aug 2024 - Present""
    },
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""Data Science"",
    ""AI""
  ]
}
",3.8930647373199463,True,
skLI.txt,openai-gpt,"{
  ""Name"": ""Stefan Krawczyk"",
  ""Current Role"": ""CEO @ DAGWorks Inc."",
  ""Location"": {
    ""City"": ""San Francisco"",
    ""State"": ""California"",
    ""Country"": ""United States""
  },
  ""Previous Roles"": [
    {
      ""Title"": ""Data Platform - Mgr. Model Lifecycle"",
      ""Company"": ""Stitch Fix"",
      ""Duration"": ""Jun 2016 - Jun 2022""
    },
    {
      ""Title"": ""Advisor"",
      ""Company"": ""SellHound"",
      ""Duration"": ""Oct 2018 - Oct 2020""
    },
    {
      ""Title"": ""Senior Data Science Engineer"",
      ""Company"": ""Idibon"",
      ""Duration"": ""Jul 2015 - May 2016""
    },
    {
      ""Title"": ""Senior Software Engineer"",
      ""Company"": ""Nextdoor.com"",
      ""Duration"": ""Dec 2012 - Jul 2015""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science"",
      ""Field"": ""Computer Science - specializing in Artificial Intelligence"",
      ""Institution"": ""Stanford University"",
      ""Years"": ""2008 - 2010""
    }
  ],
  ""Top Skills"": [
    ""Software Development Life Cycle (SDLC)"",
    ""Open-Source Software"",
    ""MLOps"",
    ""A/B Testing"",
    ""Extract, Transform, Load (ETL)""
  ]
}",3.274660587310791,True,
skLI.txt,llama3,"Here is the extracted information in JSON format:

```json
{
  ""Name"": ""Stefan Krawczyk"",
  ""CurrentRole"": ""Chief Executive Officer @ DAGWorks Inc."",
  ""Location"": ""San Francisco, California, United States"",
  ""PreviousRoles"": [
    {
      ""Title"": ""Data Platform - Mgr. Model Lifecycle @ Stitch Fix"",
      ""Company"": ""Stitch Fix"",
      ""Duration"": ""Jun 2016 - Jun 2022""
    },
    {
      ""Title"": ""Advisor @ SellHound"",
      ""Company"": ""SellHound"",
      ""Duration"": ""Oct 2018",1.5637953281402588,False,
skLI.txt,anthropic-claude,"Here is the structured information extracted from Stefan Krawczyk's LinkedIn profile in JSON format:

{
  ""Name"": ""Stefan Krawczyk"",
  ""Current Role"": ""CEO @ DAGWorks Inc."",
  ""Location"": {
    ""City"": ""San Francisco"",
    ""State"": ""California"", 
    ""Country"": ""United States""
  },
  ""Previous Roles"": [
    {
      ""Title"": ""Data Platform - Mgr. Model Lifecycle"",
      ""Company"": ""Stitch Fix"",
      ""Duration"": ""Jun 2016 - Jun 2022""
    },
    {
      ""Title"": ""Advisor"",
      ""Company"": ""SellHound"",
      ""Duration"": ""Oct 2018 - Oct 2020""  
    },
    {
      ""Title"": ""Senior Data Science Engineer"",
      ""Company"": ""Idibon"",
      ""Duration"": ""Jul 2015 - May 2016""
    },
    {
      ""Title"": ""Senior Software Engineer"",
      ""Company"": ""Nextdoor.com"",
      ""Duration"": ""Dec 2012 - Jul 2015""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science"",
      ""Field"": ""Computer Science - specializing in Artificial Intelligence - with Distinction in Research"",
      ""Institution"": ""Stanford University"",
      ""Years"": ""2008 - 2010""
    }
  ],
  ""Top Skills"": [
    ""MLOps"",
    ""Extract, Transform, Load (ETL)"",
    ""A/B Testing"",
    ""Open-Source Software"",
    ""Software Development Life Cycle (SDLC)""
  ]
}",18.967260599136353,False,
skLI.txt,gemini,"{
  ""Name"": ""Stefan Krawczyk"",
  ""Current Role"": ""CEO @ DAGWorks Inc."",
  ""Location"": ""San Francisco, California, United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Data Platform - Mgr. Model Lifecycle"",
      ""Company"": ""Stitch Fix"",
      ""Duration"": ""Jun 2016 - Jun 2022""
    },
    {
      ""Title"": ""Advisor"",
      ""Company"": ""SellHound"",
      ""Duration"": ""Oct 2018 - Oct 2020""
    },
    {
      ""Title"": ""Senior Data Science Engineer"",
      ""Company"": ""Idibon"",
      ""Duration"": ""Jul 2015 - May 2016""
    },
    {
      ""Title"": ""Senior Software Engineer"",
      ""Company"": ""Nextdoor.com"",
      ""Duration"": ""Dec 2012 - Jul 2015""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science, Computer Science - specializing in Artificial Intelligence - with Distinction in Research"",
      ""Field"": ""Computer Science"",
      ""Institution"": ""Stanford University"",
      ""Years"": ""2008 - 2010""
    },
    {
      ""Degree"": null,
      ""Field"": null,
      ""Institution"": ""Y Combinator"",
      ""Years"": ""Jan 2023 - Apr 2023""
    }
  ],
  ""Top Skills"": [
    ""MLOps"",
    ""Extract, Transform, Load (ETL)"",
    ""A/B Testing"",
    ""Python"",
    ""Data Science""
  ]
}
",3.6587178707122803,True,
anLI.txt,openai-gpt,"{
  ""Name"": ""Andrew Ng"",
  ""Current Role"": ""Founder @ DeepLearning.AI; Managing General Partner @ AI Fund; Executive Chairman (previously CEO) @ LandingAI"",
  ""Location"": ""Palo Alto, California, United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Co-Founder and Chairman"",
      ""Company"": ""Coursera"",
      ""Duration"": ""Jan 2012 - Present""
    },
    {
      ""Title"": ""Adjunct Professor of Computer Science"",
      ""Company"": ""Stanford University"",
      ""Duration"": ""Sep 2002 - Present""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Doctor of Philosophy - PhD"",
      ""Field"": ""Computer Science"",
      ""Institution"": ""University of California, Berkeley"",
      ""Years"": ""2003""
    },
    {
      ""Degree"": ""Master of Science - MS"",
      ""Field"": ""Electrical Engineering and Computer Science"",
      ""Institution"": ""Massachusetts Institute of Technology"",
      ""Years"": ""1998""
    }
  ],
  ""Top Skills"": [
    ""Education"",
    ""Educational Technology""
  ]
}",2.540390729904175,True,
anLI.txt,llama3,"Here is the extracted information in JSON format:

```
{
  ""Name"": ""Andrew Ng"",
  ""Current Role"": ""Founder @ DeepLearning.AI; Managing General Partner @ AI Fund; Executive Chairman @ Landing AI"",
  ""Location"": ""Palo Alto, California, United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Founder"",
      ""Company"": ""DeepLearning.AI"",
      ""Duration"": ""Jun 2017 - Present""
    },
    {
      ""Title"": ""Managing General Partner"",
      ""Company"": ""AI Fund"",
      ""Duration"": ""Jan 2018 - Present""
    },
    {
      ""Title"": ""Executive Chairman"",
      ""Company"": ""Landing AI"",
      ""Duration"": ""Oct 2017 - Present""
    },
    {
      ""Title"": ""Co-Founder and Chairman"",
      ""Company"": ""Coursera"",
      ""Duration"": ""Jan 2012 - Present""
    },
    {
      ""Title"": ""Adjunct Professor of Computer Science"",
      ""Company"": ""Stanford University"",
      ""Duration"": ""Sep 2002 - Present""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Doctor of Philosophy (PhD)"",
      ""Field"": ""Computer Science"",
      ""Institution"": ""University of California, Berkeley"",
      ""Years"": ""2003""
    },
    {
      ""Degree"": ""Master of Science (MS)"",
      ""Field"": ""Electrical Engineering and Computer Science"",
      ""Institution"": ""Massachusetts Institute of Technology"",
      ""Years"": ""1998""
    }
  ],
  ""Top Skills"": [
    ""Education"",
    ""Educational Technology""
  ]
}
```

Let me know if you'd like me to extract any additional information!",1.1961662769317627,False,
anLI.txt,anthropic-claude,"{
  ""Name"": ""Andrew Ng"",
  ""Current Role"": ""Founder @ DeepLearning.AI"",
  ""Location"": ""Palo Alto, California, United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Managing General Partner"",
      ""Company"": ""AI Fund"",
      ""Duration"": ""Jan 2018 - Present""
    },
    {
      ""Title"": ""Executive Chairman (previously CEO)"",
      ""Company"": ""LandingAI"",
      ""Duration"": ""Oct 2017 - Present""
    },
    {
      ""Title"": ""Co-Founder and Chairman"",
      ""Company"": ""Coursera"",
      ""Duration"": ""Jan 2012 - Present""
    },
    {
      ""Title"": ""Adjunct Professor of Computer Science"",
      ""Company"": ""Stanford University"",
      ""Duration"": ""Sep 2002 - Present""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Doctor of Philosophy - PhD"",
      ""Field"": ""Computer Science"",
      ""Institution"": ""University of California, Berkeley"",
      ""Years"": ""2003""
    },
    {
      ""Degree"": ""Master of Science - MS"", 
      ""Field"": ""Electrical Engineering and Computer Science"",
      ""Institution"": ""Massachusetts Institute of Technology"",
      ""Years"": ""1998""
    }
  ],
  ""Top Skills"": [
    ""Education"",
    ""Educational Technology""
  ]
}",15.259701013565063,True,
anLI.txt,gemini,"{
  ""Name"": ""Andrew Ng"",
  ""Current Role"": ""Founder @ DeepLearning.AI; Managing General Partner @ AI Fund; Exec Chairman @ Landing AI"",
  ""Location"": ""Palo Alto, California, United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Co-Founder and Chairman"",
      ""Company"": ""Coursera"",
      ""Duration"": ""Jan 2012 - Present""
    },
    {
      ""Title"": ""Adjunct Professor of Computer Science"",
      ""Company"": ""Stanford University"",
      ""Duration"": ""Sep 2002 - Present""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Doctor of Philosophy - PhD"",
      ""Field"": ""Computer Science"",
      ""Institution"": ""University of California, Berkeley"",
      ""Years"": ""2003""
    },
    {
      ""Degree"": ""Master of Science - MS"",
      ""Field"": ""Electrical Engineering and Computer Science"",
      ""Institution"": ""Massachusetts Institute of Technology"",
      ""Years"": ""1998""
    }
  ],
  ""Top Skills"": [
    ""Education"",
    ""Educational Technology""
  ]
}
",2.6336989402770996,True,
